Num_Theatres_Widest,Num_Theatres_Opening,Franchise_Raw,Google_Trends,sentiment,metacritics,director_nom,director_win,numNominatedActors,numWinningActors,totNumNom,totNumWins,Adjusted Budget,Adjusted Worldwide,Adjusted Domestic,runtime,male_18_29_ratings,male_30_44_ratings,male_45_plus_ratings,female_18_29_ratings,female_30_44_ratings,female_45_plus_ratings,Adventure,Action,Animation,Family,Science Fiction,Comedy,Drama,Romance,Horror,Mystery,Documentary,Music,Thriller,Crime,War,total_language,total_countries,PG-13,PG,R,G,NC-17,NR,Mon,Tue,Wed,Thurs,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2958,2956,0,0,0.4404,46,0,0,0,0,0,0,21.92648923,54.59695817,3.557699089,104,6.6,6.4,6.5,6.1,6,6.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3139,3081,1,4,-0.7579,56,0,0,0,0,0,0,21.92648923,188.23891,4.855845063,94,7.2,6.9,6.2,7.3,6.5,6.1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3233,3233,0,5,0.3612,18,0,0,0,0,0,0,21.92648923,88.25411914,3.694739941,82,3.3,3.1,3.4,4.2,3.8,4.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,5,0,1,-0.6369,43,0,0,4,2,6,2,21.92648923,0.380424588,-1.188170979,110,5.4,5,5.6,5.8,5.9,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,4,0,0,0.7485,50,0,0,2,1,3,1,22.18625954,3.03740458,-1.222489236,122,6.5,6.1,6.1,7.3,7,6.7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1303,1303,0,0,0.4939,15,0,0,0,0,0,0,22.28663446,16.71497585,2.799497956,97,3.6,3.5,3.3,4.8,3.9,3.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1566,1566,0,1,-0.0258,33,0,0,0,1,0,1,22.28663446,20.61513688,2.984640389,86,4.9,4.1,3.8,4.9,4.4,4.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1786,699,0,0,-0.7783,94,3,0,3,0,3,0,22.28663446,152.8027375,4.601095875,126,7.6,7.6,7.6,6.9,7.1,7.3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1500,1500,0,0,0.296,45,0,0,3,1,3,1,22.45038168,21.79007634,2.252175297,107,5.3,5.5,5.6,5.1,5.5,5.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1611,1611,0,0,-0.9694,41,0,0,1,0,1,0,22.45038168,12.41374046,2.209615683,122,6.7,6.4,6.6,6.5,6.3,6.6,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
