Num_Theatres_Widest,Num_Theatres_Opening,Franchise_Raw,Google_Trends,sentiment,metacritics,director_nom,director_win,numNominatedActors,numWinningActors,totNumNom,totNumWins,Adjusted Budget,Adjusted Worldwide,Adjusted Domestic,runtime,male_18_29_ratings,male_30_44_ratings,male_45_plus_ratings,female_18_29_ratings,female_30_44_ratings,female_45_plus_ratings,Adventure,Action,Animation,Family,Science Fiction,Comedy,Drama,Romance,Horror,Mystery,Documentary,Music,Thriller,Crime,War,total_language,total_countries,PG-13,PG,R,G,NC-17,NR,Mon,Tue,Wed,Thurs,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
3740,3740,1,6,0,33,0,0,2,1,3,1,110,179.2,4.192680463,121,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2270,2262,0,#N/A,0,43,0,0,1,0,3,0,110.0353357,42.18021201,3.325557023,131,7.2,6.8,6.6,7.5,7,7.1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2361,2361,0,#N/A,-0.7845,27,0,0,2,0,3,0,110.0353357,57.00441696,3.749171449,152,7.2,6.8,6.8,7.1,6.7,7.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3654,3634,0,2,0.5106,48,0,0,0,0,0,0,110.6552262,256.801092,5.362927794,113,6.6,6.2,5.8,6.6,6.3,6.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3854,3831,0,3,-0.3182,80,2,0,3,0,5,0,110.8185053,646.6465006,5.456861027,141,8.1,7.9,7.9,8.1,7.9,8.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3473,3319,0,7,-0.3919,71,0,0,3,1,3,1,110.8356546,226.6107242,4.891275459,107,7.2,7,6.6,6.8,6.8,6.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,2008,0,4,0.9571,55,0,0,1,2,1,2,110.8417085,141.8121859,3.382664049,172,7.7,7.3,7.1,7.8,7.4,7.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2587,2438,0,2,-0.1531,48,0,0,0,0,0,0,111.4331723,76.61030596,4.085597345,130,6.3,6.5,6.6,6.3,6.4,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2813,2803,1,1,-0.9545,30,0,0,0,0,0,0,111.4331723,108.647343,4.064294765,114,5.1,5.2,5.2,5.1,5.1,5.4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2867,2867,0,1,-0.4951,76,0,0,4,2,9,2,111.4331723,133.8590982,4.521053167,129,6.8,6.6,6.6,6.8,6.6,6.8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
